SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
ECO,1224,101,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ECO 101 - PRINCIPLES OF MICROECONOMICS,An introduction to the analysis of price determination in product and resource markets under varying market structures in a capitalistic system.  A research paper is required.,1,"MAT 095 or MAT 096 or MAT 119 or MAT 120 or MAT 125 or MAT 127, or an SAT math score of 550 or better or an ACT score of 24 or better, is a prerequisite. [RQ5172]",Fall and Spring
ECO,1224,102,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ECO 102 - PRINCIPLES OF MACROECONOMICS,"A introduction to the measurement and analysis of the aggregate level of economic activity including unemployment, interest rates, inflation, exchange rates and economic growth. Government fiscal and monetary policies are examined along with international economic interactions.",1,"MAT 095 or MAT 096 or MAT 119 or MAT 120 or MAT 125 or MAT 127, or an SAT math score of 550 or better or an ACT score of 24 or better, is a prerequisite. [RQ5172]",Fall and Spring
ECO,1224,210,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,ECO 210 - HISTORY OF ECONOMIC THOUGHT,"The development of economic analysis from the classical school until today. The ideas of Smith, Ricardo, Marx, Marshall, Keynes, Pigou, and Sraffa are analyzed.  A research paper is required.",1,,Spring
ECO,1224,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,ECO 340 - INTERNATIONAL ECONOMICS,"Study of the theory, policy and institutions of international trading and monetary relations.  A research paper is required.",1,ECO 102 is a prerequisite [RQ287],Spring
EFN,1224,398,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Social Change in Historical Perspectives",,EFN 398 - HISTORICAL AND POLIT CONTEXTS OF SCHOOLS,"This course studies the complexities of schooling as a major American public institution by using theoretical and methodological approaches found in the social sciences, including anthropology, sociology, philosophy and political science.  Students will learn how social forces shape educational systems, especially in periods of change and reform.  By examining historical cases, students will interpret how these forces have influenced efforts to achieve democratic schooling in America.  Students will be expected to formulate their reflections into personal commitment for action. Students must earn a minimum grade of C+ to meet program requirements.",1,,Fall and Spring
ELE,1224,113,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts|VPA for School of Education",,ELE 113 - SP.ED. AND THE ARTS IN ELE/ECE CLASSROOMS,"Throughout this course, students will gain an understanding of the array of exceptional learners, disability classifications/characteristics, ELL students, legislative expectations for these individuals related to educational service (IDEA, FAPE, LRE, 504, etc.). The coursework will examine the key role of creativity in music, dance/movement, visual arts, drama, and play in the development of children. The diversity that occurs within these expressive avenues is studies to develop an understanding of how development, culture, community, and family play a role.",1,,Fall and Spring
ELE,1224,201,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ELE 201 - CHILD & ADOLESCENT DEVELOPMENT,"Emphasizes the educational implications and applications of research on child development, cognitive science, learning, and teaching from pre-birth through adolescence.  It is a systematic study of children in the elementary and middle school environment focusing on the whole child.  Through an analysis of child development theories and research on learning and cognition, students will gain a deeper understanding of how children and adolescents grow and learn in different cultural contexts.  The course includes instruction in the college classroom plus a weekly field experience.",1,EDU 096 is a prerequisite & RAL 221 is a corequisite. [RQ#396],Fall and Spring
ELE,1224,203,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,ELE 203 - SCHOOLING AND THE AMERICAN DREAM,"The course begins with a study of urban education settings in New Jersey.  Through texts, supplemental readings and experience in the field, students will explore the varied and rich social and political history of urban districts and analyze the educational foundations of the school system.  This course will explore the change forces in the market today and students will be given opportunities to connect their educational foundation theories with an examination of the implementation of programs sponsored by the state of New Jersey, where the goal is to raise student achievement level of the students in the district.",1,,
ENG,1224,214,UGRD,Writing Intensive,,,Writing Intensive,ENG 214 - CIRCUIT ANALYSIS LABORATORY,"A practical laboratory experience designing, simulating, breadboarding, and testing electric circuits to complement the theory in ENG 212.",.5,ENG 212 is a corequisite,Fall
ETE,1224,341,UGRD,Liberal Learning Civic Resp.,Gender,,,ETE 341 - ENVIRONMENTAL & BIOTECHNOLOGY SYSTEMS,"This course introduces students to the world of environmental and biotechnology systems, at the intersection of the designed and natural worlds. Course content includes a number of critical broad concepts in contemporary technological studies including energy systems, sustainable design, medical technologies, waste remediation and ethical issues. Lecture topics are supported by pertinent laboratory and field experiences.",1,ETE 131 or MAT 127 are prerequisites.  Reserved for junior level status.   [RQ5151],Spring
FIN,1224,410,UGRD,Writing Intensive,,,Writing Intensive,FIN 410 - PORTFOLIO MGMT& DERIVATIVE SECUR,"Continuation of FIN 310 with emphasis on security valuation under uncertainty, efficient financial markets, options, commodity and financial futures, portfolio construction, and planning.",1,FIN 310 is a prerequisite [RQ292],Fall and Spring
FRE,1224,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,FRE 171 - CONTEMPORARY FRANCE,"This course is an interdisciplinary survey course that does not require any knowledge of French. Students will learn about French culture, make comparisons between this culture and their own, and establish connections with other disciplines such as history, sociology, film studies, and literature. We will study both products and practices of French culture, participating in group-activities to analyze a broad range of texts including those representative of high culture (e.g., literature and film) and low culture (e.g., television commercials or expectations of riding in the subway in Paris). Ultimately, students will gain a nuanced understanding of the social practices and expectations of French in their own native speech community and will develop and practice critical thinking skills in analyzing stereotypical ideas of France, French, and French culture. Students will demonstrate a sophisticated understanding of France as a complex society with a turbulent history and a future fraught with both potential and challenge. Students with French-language expertise may opt to take the course for LAC credit with readings and papers in French.",1,,Fall and Spring
HES,1224,160,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,HES 160 - CURRENT HEALTH & WELLNESS ISSUES,"This course is designed so that students learn to explore wellness as an active choice based on understanding of the science of health/wellness and the statistical study of risk factors for mortality and morbidity.  Students will develop this understanding through an investigation of lifestyle issues facing college students.  They will learn how to assess their lifestyles, interpret indicators and trends, and evaluate choices using comprehensive health assessments.",1,Reserved for Health and Exercise Science candidates. [RQ5217],Fall and Spring
HES,1224,497,UGRD,Writing Intensive,,,Writing Intensive,HES 497 - RESEARCH SEM IN HLTH & EXER SCI,"This course is designed to provide an in-depth discussion on a broad range of topic areas including sports nutrition and supplementation, pharmacological interventions in sport, environmental physiology, hydration issues, endocrine factors, and overtraining.  In addition, the course will have the flexibility to focus on other relevant topic areas that may arise in the field.",1,Reserved for Health and Exercise Science candidates meeting criteria for internship placement.  [RQ#6187],Fall and Spring
HES,1224,498,UGRD,Writing Intensive,,,Writing Intensive,HES 498 - RESEARCH SEMINAR IN HEALTH AND PHYSICAL EDUCATION,"Primary focus on the connection between teaching and student learning. Additional contenct addresses program organization and administration in health and physical education. Legal foundations, personnel functions, budget and finance, facilities and equipment, public relations, and professional organizations discussed. Job seeking strategies, resume building, and interviewing.",1,HES 490 is a corequisite. Reserved for Health and Physical Education Teacher candidates with a 3.0 GPA or better.  [RQ1220],Fall and Spring
HGS,1224,200,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,HGS 200 - GENOCIDE & HUMAN RIGHTS,"This course is designed to provide students with an intensive, multidisciplinary introduction to human rights. We will examine the topic of human rights from philosophical, historical, legal, political, and multicultural perspectives. The special focus of this course will be on the most heinous of all human rights crimes-genocide. The course will also provide an introduction to genocide studies and will examine the debate over the prevention of genocide, ethnic cleansing, and other mass atrocities.",1,,Occasionally
IMM,1224,120,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,IMM 120 - INTRO TO INTERACTIVE COMPUTING,"A first course in computing languages for interactive multimedia.  Students are introduced to the art of programming through state-of-art multimedia technologies (e.g., Macromedia) Through intensive laboratory experience students learn the programming fundamentals (e.g., variables, functions, control structures and logic, persistent storage and networking).  Problems related to interactivity are emphasized (e.g., through assignments based on HTML and Flash coding).  Students will understand the distinction between mark up languages, scripting languages and general purpose programming languages and develop proficiency in the first two.  Persistent storage and networking concepts are introduced through high-level applications (e.g., Macromedia Studio).  Efficiency, data structure organization and objects are introduced within the context of interactive computing problem solving. (Core/Core)",1,"Reserved for IMM majors & minors, or by permission of the instructor. [RQ#5433]",Fall and Spring
IMM,1224,250,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,IMM 250 - ELECTRONIC MUSIC,"This course introduces students to electronic music studio techniques, including MIDI, sequencing, sound synthesis, sampling, mixing, and audio production. It also covers theoretical and historical developments in the field of electronic music, including a review of compositions, styles, and technologies. Students create their own musical compositions in the computer lab. Open to students of any major. Approved for Liberal Learning credit in Literary, Visual & Performing Arts.",1,"PRE IMM 110, Reserved for IMM majors & minors, or by permission of the instructor. [RG5602]",Fall and Spring
IMM,1224,280,UGRD,Writing Intensive,,,Writing Intensive,IMM 280 - DESIGN PERSPECTIVES IN IMM,"This class is interdisciplinary, bringing together the various bodies of knowledge that inform the field of interactive multimedia, such as storytelling, interaction design, interface design, project management and user testing. The class provides overview of concepts necessary both to create and evaluate interactive multimedia projects. Students apply these ideas to a series of individual writing and production assignments and ultimately to a collaborative project - that spans most of the semester.This writing-intensive course is the last of the five core courses for the Interactive Multimedia major, and is a prerequisite for all 300-level and above courses. (Core)",1,"PRE Three of the following: IMM 110, IMM 120, IMM 130, IMM 140. Reserved for IMM majors & minors, or by permission of instructor. [RG5601]",Fall and Spring
IMM,1224,350,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,IMM 350 - INTERACTIVE MUSIC PROGRAMMING,"In this course, students develop basic software coding skills to support and enrich musical activities such as composing, performing, improvising, analyzing, or teaching music in a K-12 classroom. We focus on MIDI, interface design, and controllers. We also learn fundamentals of computer programming including loops, Boolean logic, conditional statements, and data structures. The Max programming environment allows us to build, test, and present our real-time music systems. In creating and performing with these systems, students develop new ways of thinking about and making music. Satisfies the Liberal Learning Quantitative Reasoning requirement.",1,"PRE IMM 280 is a prerequisite. Reserved for IMM majors and minors, or by permission of the instructor. [RG5603]",Spring
IMM,1224,460,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,IMM 460 - GAMES II: IMPLEMENTATION AND PROJECT MANAGEMENT,"This is a multidisciplinary course that invites students from a variety of disciplines to participate in the implementation of a robust demonstration video game. Programmers, software engineers, digital artists, sound specialists and musicians work collaboratively to create a single game (designed in Games I). Each student defines a personal role in the process so that no two students will complete the same set of course requirements. All students, however, participate in learning about and implementing a project management structure to plan and execute the sequence of activities that must take place to complete the game. Each semester will focus on a particular type of game, including but not limited to `role playing, `first person shooter, `immersive learning, and `real world simulation. Students will also address issues of gender and racial equity in the games industry as well as social, ethical and health concerns. (In-major option)",1,"PRE IMM 360 is a prerequisite, or by permission of the coordinator. [RG5604]",Spring
INB,1224,498,UGRD,Writing Intensive,,,Writing Intensive,INB 498 - SENIOR SEM IN INTERNATIONAL BUS,"This capstone course for international business students focuses on analyzing the existing and future business opportunities for a particular region of the world. The course integrates materials from economics, finance, management, marketing, and politics.",1,Reserved for Senior International Business Majors; FIN 340 and MKT 340 and ECO 340 are prerequisites [RQ478],Fall and Spring
ITL,1224,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,ITL 171 - CONTEMPORARY ITALY,"This course surveys the history, culture, and society of Modern Italy from 1861 to the present. Using historical documents, literature, the arts, and films, the course seeks to provide understanding of modern Italy and its current issues. We will cover many aspect of modern Italian society and explore how Italian artistic products engage with key questions and issues such as language, immigration, emigration, family, gender roles, the North-South divide, and the rise of new social and cultural paradigms. In addition, we will draw comparisons between the society in the United States and that of contemporary Italy.",1,,Fall and Spring
ITL,1224,351,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,ITL 351 - ITALIAN CINEMA FROM 1945 TO PRESENT (In English),"This course (in English) will concentrate on the history of contemporary Italian cinema from Neorealism to the present.  Students will view and analyze the most influential films and auteurs of various periods of recent Italian history.  This course will present an in depth overview of the development of social, political and cultural aspects of Italian society through the post-World War II era; the economic boom of the sixties and seventies; the building of a neo capitalist society in the eighties; and the issue of migration into Italy from Africa and Eastern Europe in the nineties.  Readings will incorporate scholarly articles on the films and directors studied.",1,,"Fall, Spring and Summer"
JPW,1224,208,UGRD,Writing Intensive,,,Writing Intensive,JPW 208 - INTRODUCTION TO JOURNALISM,"Experience in news reporting and  writing,  and  explanation of the ideals  of journalism. Students learn  how to report and  research news stories, use social media and  digital  skllls in newsgathering, and  write  news stories for online  and  print publications. Students also explore feature writing  and how to incorporate multimedia, such as video and  photographs, into story  packages.",1,,Fall and Spring
JPW,1224,250,UGRD,Writing Intensive,,,Writing Intensive,JPW 250 - WRITING FOR INTERACTIVE MEDIA,"Introduces students to the  reasoning, routines and  rigors of writing  for business and  professional markets. Students will broaden their  conceptual understanding of the  relationships among JournaUsm, public  relations and  marketing while acquiring or improving proficiency  in creating content for multimedia projects. learn  basic  HTML and  CSS coding,  build  their  own WordPress portfolio websites, blog using  the fundamentals of SEO,  use social media  to promote  their  content, and  create mobile videos.",1,,Fall and Spring
JPW,1224,251,UGRD,Writing Intensive,,,Writing Intensive,JPW 251 - FEATURE WRITING,"Combines the storytelling techniques of creative  writing  with the  timeliness and facticity  of hard news reporting. Students learn  to craft  stories for print,  online  and  interactive media,  and  to incorporate photos  and  video.  The skills  acquired in the  practice of feature writing  are in demand in journalism, public  relations, advertising, publishing and  other  industries.",1,JPW 208 or JPW 250 and IMM 140 are a prerequisite [RQ689],Occasionally
JPW,1224,301,UGRD,Writing Intensive,,,Writing Intensive,JPW 301 - DATA JOURNALISM,"Teaches basic data-analysis skills associated with investigative and explanatory reporting. Students learn to mine and interpret official data, using introductory-level spreadsheet analysis and formulas. Particular attention is given to issues of ethics, privacy and freedom of information.  Students will design and complete a database reporting project.",1,JPW 208 or JPW 250 is a prerequisite [RQ431],Spring
JPW,1224,498,UGRD,Writing Intensive,,,Writing Intensive,JPW 498 - BEATS AND DEADLINES,"Provides working experience in covering  regular news assignments (beats)  such as local government, education, police, courts, business, and  science/environmental issues. Students write news and feature stories, take  photos and  videos,  and  develop a personal brand via social  media.",1,JPW 208 is a prerequisite; or by permission of instructor.  [RQ428],Spring
JPW,1224,499,UGRD,Writing Intensive,,,Writing Intensive,JPW 499 - MEDIA EXPERIENCE,This internship affords students an opportunity to acquire significant editorial and/or managerial experience with a media organization under the guidance of a faculty adviser.,1 - 1.25,,Fall and Spring
MAT,1224,101,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 101 - APPLIED LIBERAL ARTS MATHEMATICS,"A liberal arts course covering applied topics in modern mathematics. Topics include graph theory, coding, voting and social choice, and game theory.",1,,Fall and Spring
MAT,1224,105,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 105 - MATH STRUC & ALGORITHMS FOR ED I,"This course concerns the development of number systems, algebraic structures, and algorithms. The student will be required to reason mathematically, solve problems, and communicate mathematics effectively at different levels of formality, using a variety of representations of mathematical concepts and procedures. Physical materials and models will be used to explore fundamental properties of number systems, to model algorithms, and to explore selected algebraic structures. This course is especially appropriate for those students preparing to be elementary, early childhood, deaf and hard of hearing, or special education teachers.",1,"Reserved for School of Education Students only, elementary and early childhood majors, including Urban Education majors.  [RQ613]",Fall and Spring
MAT,1224,106,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 106 - MATH STRUC & ALGORITHMS ED II,"Physical materials and models will be used to explore fundamental concepts of geometry, measurement, data analysis, statistics, and probability. The student will be required to reason mathematically, solve problems, and communicate mathematics effectively at different levels of formality, using a variety of representations of mathematical concepts and procedures. This course is especially appropriate for those students preparing to be elementary, early childhood, deaf and hard of hearing, or special education teachers.",1,"Reserved for School of Education Students only, elementary and early childhood majors, including Urban Education majors.  [RQ613]",Fall and Spring
MAT,1224,125,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 125 - CALCULUS FOR BUSN & SOC SCIENCE,"A course intended for majors in business and the social sciences, and/or minors in statistics. Topics include differential calculus, integral calculus, and some linear algebra, with applications to areas of business and social science. Not for mathematics or science majors.",1,MAT 096 or MAT 119 or MAT 120 or an SAT math score >=630 or ACT score of 28 or higher or a score of 11 or higher on the CALC Placement test is a prerequisite. Reserved for the Schools of Business or the Humanities and the Social Sciences.  [RQ#6193],Fall and Spring
MAT,1224,127,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 127 - CALCULUS A,"Provides students with a solid grounding in single-variable calculus.  The course is designed for students in the mathematical and  physical sciences. Topics include functions and limits, derivatives and differentiation rules, applications of derivatives, and an introduction to integrals and their applications.",1,MAT 120 or an SAT math score >=630 or ACT math score of 28 or higher is a prerequisite. [RQ5051],Fall and Spring
MAT,1224,128,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 128 - CALCULUS B,A second course in calculus covering integral calculus and series.  The course will cover both the theoretical and applied aspects of calculus.,1,"MAT 127, or MAT 125 with the permission of the Department Chair, is a prerequisite. [RQ#5702]",Fall and Spring
MAT,1224,150,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 150 - CLASSICAL MATHEMATICS OF THE MEDITERRANEAN REGION,"An introduction to Classical mathematics. Topics may include Mesopotamian computation, Mesopotamian problem tablets, Thales¿ geometry, Pythagorean monads, Pythagorean music, ancient number theory, proportions and geometry, the paradoxes of Parmenides and Zeno, geometric construction, geometrical measure, Greek astronomy, Greek trigonometry, Archimedes¿ measure and the decline of Greek reasoning.",1,,Occasionally
MAT,1224,205,UGRD,Writing Intensive,,,Writing Intensive,MAT 205 - LINEAR ALGEBRA: THEORY AND APPLICATIONS,"An introduction to vector spaces and systems of linear equations essential for the understanding of both pure and applied mathematics.  Selected topics include: systems of linear equations, matrices, linear transformations, linear independence, determinants, vector spaces, eigenvalues and eigenvectors, and orthogonality.  This course includes a lab component using MATLAB.",1,MAT 128 or  MAT 200 or CSC 270 is a prerequisite. [RQ5341],Fall and Spring
MAT,1224,255,UGRD,Liberal Learning Domains,,Quantitative Reasoning|World Views & Ways of Knowing,,MAT 255 - PERSPECTIVES ON THE DEV OF MATH,"The course develops a skeletal outline of the history of mathematics. Additional topics may include the history of a specific area of mathematics. Samples of topics that may be covered in the course are: ancient mathematics, the relation between Greek and Mesopotamian algebra, the growth of trigonometric ideas, the geometric solution of the cubic equations by Omar Khayyam and the algebraic solutions by Cardano, Zeno's paradox and the development of different number systems.",1,"Reserved for MATT, MATE and Math Urban Secondary Ed students [RQ624]",Spring
MAT,1224,270,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 270 - TOPICS IN MATHEMATICS,,.5 - 1,,"Fall, Spring and Summer"
MAT,1224,275,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 275 - SOPHOMORE SEMINAR,"A seminar course designed to help sophomore mathematics and statistics majors develop professionally. Students will work through enriching curriculum modules and challenging stratified problems that may involve discipline specific technological tools. Students will discuss advanced disciplinary texts, career opportunities, internships, and questions of habits of mind and professionalization in mathematics and statistics (with examples including the graduate school application process, potential career progressions, post graduate level work, and issues of diversity and representation inequity in mathematics).",.5,"MAT200, Math Major, and Sophomore status are prerequisites, and MAT205 is a co-requisite.  [RQ#6307]",Spring
MAT,1224,497,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 497 - TOPICS IN SECONDARY MATHEMATICS FROM AN ADVANCED VIEWPOINT,"This course enables prospective mathematics teachers to explore and understand, from an advanced perspective, the mathematics that they will teach.  Important connections between college level mathematics and all levels of the K-12 curriculum will be emphasized. It is expected that students will have completed the prerequisite courses in which proofs were required and algebraic structures explored. The term ¿from an advanced viewpoint"" means that high school mathematical ideas are examined from a perspective appropriate for college mathematics majors and the course makes use of the knowledge and sophistication the student has gained in other courses.",1,"MTT380, MAT305,MAT351, & at least 1 other 300-level MAT course are prerequisites.  [RQ#6118]",Fall
MGT,1224,301,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,MGT 301 - ORGANIZATIONAL BEHAVIOR,"Provides an  in-depth examination of theory and research on individual and group processes (including attitudes, motivation, decision-making, communication, negotiation and leadership), as well as structural factors (including job and organizational design, and power relations) that shape the contemporary workplace.  Emphasis is on gaining a theoretical grasp of issues and problems and an understanding of the practical implications of the various theories of human behavior at work.  The purpose of this course is to help students develop frameworks for understanding organizational processes and learn how to apply such knowledge toward improving an organization¿s effectiveness and managing organizational change.",1,MGT 201 or PSY 267 are prerequisites [RQ293],Fall and Spring
MGT,1224,310,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,MGT 310 - CROSS-CULTURAL MANAGEMENT,"Integrated overview of the role of culture in conducting global business and the management issues influenced by differences in national and sub-national cultures.  Addresses how cultural proclivities inform employee motivation, organizational leadership, inter-personal communication, work-place conflicts and conflict resolution, and decision-making processes; how employees and managers can prepare for culture shock; and how firms can create a global mindset among their employees.",1,MGT 201 or PSY 267 are prerequisites [RQ293],Fall and Spring
MGT,1224,375,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,MGT 375 - INNOVATION,"This course is designed to encourage students to create new business ideas that can change the world, incrementally or otherwise. It asks students to consider the importance of innovation in business, to study the creative process, and-as the centerpiece of the course-to draw on their learning from varied disciplines to create and make the case for new business ideas. The course is inherently interdisciplinary: students create and support ideas by connecting across varied disciplines both within the business school and from programs across the college curriculum. For example, students will draw on the business disciplines-including finance, marketing, management, economics, and laww, to consider the importance of innovation-to make the case for new ideas to investors, and to transform ideas into action. Beyond the business school, students will be invited to consider the: questioning methods of philosophy and applied ethics to deepen their search for problems to solve; observation methods from anthropology to identify opportunities and needs; methods of narrative from literary studies to create new and deeper meanings; and tools from social science to test and refine new ideas. As a result, the course is an especially good fit for the Interdisciplinary Business Program.",1,,Fall and Spring
MGT,1224,385,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,MGT 385 - BUSINESS ETHICS AND CORPORATE SOCIAL RESPONSIBILITY,"This course will study the moral challenges of business.  We will examine the corporation, the demands and limits of the marketplace, and the leading accounts of ethical behavior.  These concepts will be applied to real-world ethical cases faced by business organizations, their leaders, employees, and stakeholders.  Students will be asked to reflect on their assumptions about business and its role in society, and how values can shape career choices and the trajectory of a business enterprise.",1,Reserved for Junior or higher standing,Fall and Spring
MKT,1224,450,UGRD,Writing Intensive,,,Writing Intensive,MKT 450 - MARKETING MANAGEMENT,"This capstone marketing course requires the student to take a strategic approach to marketing decision making.  Through cases and a simulation, the student will analyze situation data and recommend marketing strategies and tactics.  This course seeks to reinforce the students understanding of the role of the elements of the marketing mix through applications and exercises.",1,Reserved for Senior Marketing majors; MKT 300 and FIN 201 and MGT 201 are prerequisites [RQ491],Spring
MKT,1224,495,UGRD,Writing Intensive,,,Writing Intensive,MKT 495 - SENIOR THESIS,,1,Senior standing & MKT Specialization are prerequisites and Department consent is required.  [RQ#6115],"Fall, Spring and Summer"
MUS,1224,170,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 170 - COLLEGE CHOIR: NON MUSIC MAJORS,"Open to all students through successful audition by the director.  The ensemble rehearses and performs a variety of accompanied and unaccompanied, sacred and secular choral literature.",.25,,Fall and Spring
MUS,1224,175,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 175 - COLLEGE CHORALE NON MUSIC MAJORS,"Open to all students through successful audition by the director.  The class is designed for the musically advanced choral student.  The ensemble rehearses and performs a variety of accompanied and unaccompanied, sacred and secular choral literature.",.5,,Fall and Spring
MUS,1224,180,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 180 - WIND ENSEMBLE: NON MUSIC MAJORS,Study and performance of wind literature of the highest quality with emphasis upon high-performance standards.,.5,,Fall and Spring
MUS,1224,182,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 182 - COLLEGE ORCHESTRA-NON MUSIC MAJORS,Study and performance of orchestral literature of the highest quality with an emphasis on high performance standards.,.5,,Fall and Spring
MUS,1224,185,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 185 - CONCERT BAND: NON MUSIC MAJORS,Instrumental experience in performance of band literature.  Practical learning for students who have had considerable study and instrumental experience.,.25,,Fall and Spring
MUS,1224,245,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Literary, Visual & Performing Arts",,MUS 245 - HISTORY OF JAZZ,"An introduction to jazz music through an examination of its content, history and cultural legacy. The course begins with the emergence of jazz out of early African-American musical forms, and considers the profound connection between the African-American experience and the development of jazz. It is an examination of how jazz evolved through artistic and technological innovations as well as through cultural, commercial and political forces. The course engages students in critical listening and research-based writing skills.",1,,Fall and Spring
MUS,1224,336,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MUS 336 - INTERACTIVE MUSIC PROGRAMMING,"In this course, students develop basic software coding skills to support and enrich musical activities such as composing, performing, improvising, analyzing, or teaching music in a K-12 classroom. We focus on MIDI, interface design, and controllers. We also learn fundamentals of computer programming including loops, Boolean logic, conditional statements, and data structures. The Max programming environment allows us to build, test, and present our real-time music systems. In creating and performing with these systems, students develop new ways of thinking about and making music. Satisfies the Liberal Learning Quantitative Reasoning requirement; also satisfies the Music Technology requirement for Music majors.",1,MUS 261 is a prerequisite; or by permission of instructor. [RQ220],Spring
MUS,1224,345,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 345 - ELECTRONIC MUSIC,"This course introduces students to electronic music studio techniques, including MIDI, sequencing, sound synthesis, sampling, mixing, and audio production. It also covers theoretical and historical developments in the field of electronic music, including a review of compositions, styles, and technologies. Students create their own musical compositions in the computer lab. Open to students of any major. Satisfies the Music Technology requirement for Music majors.",1,,Fall and Spring
MUS,1224,452,UGRD,Writing Intensive,,,Writing Intensive,MUS 452 - MUSIC FROM 1945 TO THE PRESENT,"In addition to bring the fourth and final required course in Historical and Cultural Studies in Music for all music majors, MUS 452 is the second, i.e., mid-level, of three Writing Intensive courses required for all TCNJ undergraduates. This course begins with a broad overview of musics and their historical and cultural contexts over the past several generations. Thereafter, the focus turns to deeper case studies of major critical issues in this period, e.g., sound recording, authenticity, music as performance of identity (class, gender, race, sexuality), globalization, and the high-low dichotomy. MUS 452 culminates with student presentations of their work for an original argument-driven research paper.",1,"MUS PRE 263 and WRI 102, if required, are prerequisites.  [RQ#6200]",Spring
NUR,1224,328,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,NUR 328 - RESEARCH HEALTH RELATED/SOC SCI,Open to nursing majors and non-majors with permission of the chair. Designed to prepare the student to understand the nature and objectives of systematic inquiry by becoming familiar with the methodology and techniques of research. Emphasis is placed on preparing students to critically analyze current research in the health-related and social sciences. Students critique selected research studies. Current issues in research such as ethics and the application of research findings are discussed.,1,STA115 is a prerequisite or a corequisite. [RQ5045],Fall and Spring
PBH,1224,375,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,PBH 375 - POPULATION APPROACHES TO WORLD HEALTH,"This course introduces students to population approaches to public health from a cross cultural perspective, looking at both local and global public health issues. Course material and assignments focus on core concepts of public health, responses to bio terrorism and war, detection and prevention of new and emerging infectious diseases, chronic disease, alternative medical and healing practices, health of vulnerable groups and public health personnel. The course emphasizes the impact of culture, social structure, economics and politics on the health and illness, health disparities and public health policies in both the developing and developed world. The global economy and international travel are viewed as public health issues.",1,,Fall and Spring
PBH,1224,401,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,PBH 401 - RESEARCH METHODS FOR PUBLIC HEALTH,,1,STA 115 is a prerequisite.  [RQ#5912],"Fall, Spring and Summer"
