SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
MAT,Spring 2022,125,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 125 - CALCULUS FOR BUSN & SOC SCIENCE,"A course intended for majors in business and the social sciences, and/or minors in statistics. Topics include differential calculus, integral calculus, and some linear algebra, with applications to areas of business and social science. Not for mathematics or science majors.",1,MAT 096 or MAT 119 or MAT 120 or an SAT math score >=630 or ACT score of 28 or higher or a score of 11 or higher on the CALC Placement test is a prerequisite. Reserved for the Schools of Business or the Humanities and the Social Sciences.  [RQ#6193],Fall and Spring
MAT,Spring 2022,127,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 127 - CALCULUS A,"Provides students with a solid grounding in single-variable calculus.  The course is designed for students in the mathematical and  physical sciences. Topics include functions and limits, derivatives and differentiation rules, applications of derivatives, and an introduction to integrals and their applications.",1,MAT 120 or an SAT math score >=630 or ACT math score of 28 or higher is a prerequisite. [RQ5051],Fall and Spring
MAT,Spring 2022,128,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 128 - CALCULUS B,A second course in calculus covering integral calculus and series.  The course will cover both the theoretical and applied aspects of calculus.,1,"MAT 127, or MAT 125 with the permission of the Department Chair, is a prerequisite. [RQ#5702]",Fall and Spring
MAT,Spring 2022,150,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 150 - CLASSICAL MATHEMATICS OF THE MEDITERRANEAN REGION,"An introduction to Classical mathematics. Topics may include Mesopotamian computation, Mesopotamian problem tablets, Thales¿ geometry, Pythagorean monads, Pythagorean music, ancient number theory, proportions and geometry, the paradoxes of Parmenides and Zeno, geometric construction, geometrical measure, Greek astronomy, Greek trigonometry, Archimedes¿ measure and the decline of Greek reasoning.",1,,Occasionally
MAT,Spring 2022,205,UGRD,Writing Intensive,,,Writing Intensive,MAT 205 - LINEAR ALGEBRA: THEORY AND APPLICATIONS,"An introduction to vector spaces and systems of linear equations essential for the understanding of both pure and applied mathematics.  Selected topics include: systems of linear equations, matrices, linear transformations, linear independence, determinants, vector spaces, eigenvalues and eigenvectors, and orthogonality.  This course includes a lab component using MATLAB.",1,MAT 128 or  MAT 200 or CSC 270 is a prerequisite. [RQ5341],Fall and Spring
MAT,Spring 2022,255,UGRD,Liberal Learning Domains,,Quantitative Reasoning|World Views & Ways of Knowing,,MAT 255 - PERSPECTIVES ON THE DEV OF MATH,"The course develops a skeletal outline of the history of mathematics. Additional topics may include the history of a specific area of mathematics. Samples of topics that may be covered in the course are: ancient mathematics, the relation between Greek and Mesopotamian algebra, the growth of trigonometric ideas, the geometric solution of the cubic equations by Omar Khayyam and the algebraic solutions by Cardano, Zeno's paradox and the development of different number systems.",1,"Reserved for MATT, MATE, Math Urban Secondary Ed, and Math Secondary Special Education students [RQ624]",Spring
MAT,Spring 2022,270,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 270 - TOPICS IN MATHEMATICS,,.5 - 1,,"Fall, Spring and Summer"
MAT,Spring 2022,275,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 275 - SOPHOMORE SEMINAR,"A seminar course designed to help sophomore mathematics and statistics majors develop professionally. Students will work through enriching curriculum modules and challenging stratified problems that may involve discipline specific technological tools. Students will discuss advanced disciplinary texts, career opportunities, internships, and questions of habits of mind and professionalization in mathematics and statistics (with examples including the graduate school application process, potential career progressions, post graduate level work, and issues of diversity and representation inequity in mathematics).",0.5,"MAT200, Math Major, and Sophomore status are prerequisites, and MAT205 is a co-requisite.  [RQ#6307]",Spring
MAT,Spring 2022,331,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 331 - NUMERICAL ANALYSIS,"Numerical Methods is a course which focuses on methods of approximating solutions to problems for which the techniques of the earlier Calculus courses fail. A course covering methods of approximation, errors in approximation, and efficiency of algorithms.",1,MAT128 & MAT 205 are prerequisites. [RQ5052],Occasionally
MAT,Spring 2022,497,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MAT 497 - TOPICS IN SECONDARY MATHEMATICS FROM AN ADVANCED VIEWPOINT,"This course enables prospective mathematics teachers to explore and understand, from an advanced perspective, the mathematics that they will teach.  Important connections between college level mathematics and all levels of the K-12 curriculum will be emphasized. It is expected that students will have completed the prerequisite courses in which proofs were required and algebraic structures explored. The term ¿from an advanced viewpoint"" means that high school mathematical ideas are examined from a perspective appropriate for college mathematics majors and the course makes use of the knowledge and sophistication the student has gained in other courses.",1,"MTT380, MAT305,MAT351, & at least 1 other 300-level MAT course are prerequisites.  [RQ#6118]",Fall
MAT,Spring 2022,498,UGRD,Liberal Learning Domains|Writing Intensive,,Quantitative Reasoning,Writing Intensive,MAT 498 - CAPSTONE,"Applied Mathematics Specialization -- MAT 310, MAT 326, CSC 220 or CSC 250, and two mathematics/statistics options at the 300/400 level. Corequisite: two additional mathematics/statistics options at the 300/400 level. At most three of the four options can be STA courses.  Mathematics Specialization--MAT 305, MAT 310, and two mathematics options at the 300-level or above, at least one of these at the 400-level or above. Corequisite: two additional mathematics options at the 300-level or above.",1,,Spring
MEC,Spring 2022,496,UGRD,Writing Intensive,,,Writing Intensive,MEC 496 - SENIOR PROJECT II,"Senior project focuses students' previous experience upon a specific technical project. Library research, design, cost analysis, construction, testing, and project management.  Students work closely with a faculty adviser.",1,MEC 495 with a grade of  C or better is a prerequisite.  [RQ#6197],Fall and Spring
MGT,Spring 2022,301,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,MGT 301 - ORGANIZATIONAL BEHAVIOR,"Provides an  in-depth examination of theory and research on individual and group processes (including attitudes, motivation, decision-making, communication, negotiation and leadership), as well as structural factors (including job and organizational design, and power relations) that shape the contemporary workplace.  Emphasis is on gaining a theoretical grasp of issues and problems and an understanding of the practical implications of the various theories of human behavior at work.  The purpose of this course is to help students develop frameworks for understanding organizational processes and learn how to apply such knowledge toward improving an organization¿s effectiveness and managing organizational change.",1,MGT 201 or PSY 267 are prerequisites [RQ293],Fall and Spring
MGT,Spring 2022,310,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,MGT 310 - CROSS-CULTURAL MANAGEMENT,"Integrated overview of the role of culture in conducting global business and the management issues influenced by differences in national and sub-national cultures.  Addresses how cultural proclivities inform employee motivation, organizational leadership, inter-personal communication, work-place conflicts and conflict resolution, and decision-making processes; how employees and managers can prepare for culture shock; and how firms can create a global mindset among their employees.",1,MGT 201 or PSY 267 are prerequisites [RQ293],Fall and Spring
MGT,Spring 2022,375,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,MGT 375 - INNOVATION,"This course is designed to encourage students to create new business ideas that can change the world, incrementally or otherwise. It asks students to consider the importance of innovation in business, to study the creative process, and-as the centerpiece of the course-to draw on their learning from varied disciplines to create and make the case for new business ideas. The course is inherently interdisciplinary: students create and support ideas by connecting across varied disciplines both within the business school and from programs across the college curriculum. For example, students will draw on the business disciplines-including finance, marketing, management, economics, and laww, to consider the importance of innovation-to make the case for new ideas to investors, and to transform ideas into action. Beyond the business school, students will be invited to consider the: questioning methods of philosophy and applied ethics to deepen their search for problems to solve; observation methods from anthropology to identify opportunities and needs; methods of narrative from literary studies to create new and deeper meanings; and tools from social science to test and refine new ideas. As a result, the course is an especially good fit for the Interdisciplinary Business Program.",1,,Fall and Spring
MGT,Spring 2022,385,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,MGT 385 - BUSINESS ETHICS AND CORPORATE SOCIAL RESPONSIBILITY,"This course will study the moral challenges of business.  We will examine the corporation, the demands and limits of the marketplace, and the leading accounts of ethical behavior.  These concepts will be applied to real-world ethical cases faced by business organizations, their leaders, employees, and stakeholders.  Students will be asked to reflect on their assumptions about business and its role in society, and how values can shape career choices and the trajectory of a business enterprise.",1,Reserved for Junior or higher standing,Fall and Spring
MKT,Spring 2022,450,UGRD,Writing Intensive,,,Writing Intensive,MKT 450 - MARKETING MANAGEMENT,"This capstone marketing course requires the student to take a strategic approach to marketing decision making.  Through cases and a simulation, the student will analyze situation data and recommend marketing strategies and tactics.  This course seeks to reinforce the students understanding of the role of the elements of the marketing mix through applications and exercises.",1,Reserved for Senior Marketing majors; MKT 300 and FIN 201 and MGT 201 are prerequisites [RQ491],Spring
MKT,Spring 2022,495,UGRD,Writing Intensive,,,Writing Intensive,MKT 495 - SENIOR THESIS,,1,Senior standing & MKT Specialization are prerequisites and Department consent is required.  [RQ#6115],"Fall, Spring and Summer"
MUS,Spring 2022,170,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 170 - COLLEGE CHOIR: NON MUSIC MAJORS,"Open to all students through successful audition by the director.  The ensemble rehearses and performs a variety of accompanied and unaccompanied, sacred and secular choral literature.",0.25,,Fall and Spring
MUS,Spring 2022,175,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 175 - COLLEGE CHORALE NON MUSIC MAJORS,"Open to all students through successful audition by the director.  The class is designed for the musically advanced choral student.  The ensemble rehearses and performs a variety of accompanied and unaccompanied, sacred and secular choral literature.",0.5,,Fall and Spring
MUS,Spring 2022,180,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 180 - WIND ENSEMBLE: NON MUSIC MAJORS,Study and performance of wind literature of the highest quality with emphasis upon high-performance standards.,0.5,,Fall and Spring
MUS,Spring 2022,182,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 182 - COLLEGE ORCHESTRA-NON MUSIC MAJORS,Study and performance of orchestral literature of the highest quality with an emphasis on high performance standards.,0.5,,Fall and Spring
MUS,Spring 2022,185,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 185 - CONCERT BAND: NON MUSIC MAJORS,Instrumental experience in performance of band literature.  Practical learning for students who have had considerable study and instrumental experience.,0.25,,Fall and Spring
MUS,Spring 2022,245,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Literary, Visual & Performing Arts",,MUS 245 - HISTORY OF JAZZ,"An introduction to jazz music through an examination of its content, history and cultural legacy. The course begins with the emergence of jazz out of early African-American musical forms, and considers the profound connection between the African-American experience and the development of jazz. It is an examination of how jazz evolved through artistic and technological innovations as well as through cultural, commercial and political forces. The course engages students in critical listening and research-based writing skills.",1,,Fall and Spring
MUS,Spring 2022,336,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,MUS 336 - INTERACTIVE MUSIC PROGRAMMING,"In this course, students develop basic software coding skills to support and enrich musical activities such as composing, performing, improvising, analyzing, or teaching music in a K-12 classroom. We focus on MIDI, interface design, and controllers. We also learn fundamentals of computer programming including loops, Boolean logic, conditional statements, and data structures. The Max programming environment allows us to build, test, and present our real-time music systems. In creating and performing with these systems, students develop new ways of thinking about and making music. Satisfies the Liberal Learning Quantitative Reasoning requirement; also satisfies the Music Technology requirement for Music majors.",1,MUS 261 is a prerequisite; or by permission of instructor. [RQ220],Spring
MUS,Spring 2022,345,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,MUS 345 - ELECTRONIC MUSIC,"This course introduces students to electronic music studio techniques, including MIDI, sequencing, sound synthesis, sampling, mixing, and audio production. It also covers theoretical and historical developments in the field of electronic music, including a review of compositions, styles, and technologies. Students create their own musical compositions in the computer lab. Open to students of any major. Satisfies the Music Technology requirement for Music majors.",1,,Fall and Spring
MUS,Spring 2022,452,UGRD,Writing Intensive,,,Writing Intensive,MUS 452 - MUSIC FROM 1945 TO THE PRESENT,"In addition to bring the fourth and final required course in Historical and Cultural Studies in Music for all music majors, MUS 452 is the second, i.e., mid-level, of three Writing Intensive courses required for all TCNJ undergraduates. This course begins with a broad overview of musics and their historical and cultural contexts over the past several generations. Thereafter, the focus turns to deeper case studies of major critical issues in this period, e.g., sound recording, authenticity, music as performance of identity (class, gender, race, sexuality), globalization, and the high-low dichotomy. MUS 452 culminates with student presentations of their work for an original argument-driven research paper.",1,"MUS PRE 263 and WRI 102, if required, are prerequisites.  [RQ#6200]",Spring
MUS,Spring 2022,492,UGRD,Writing Intensive,,,Writing Intensive,MUS 492 - STUDENT TEACHER SEMINAR,"Taken in conjunction with MUS 490. The practical element of the student¿s school-based capstone teaching experience is complemented by the weekly student teaching seminar. In the seminar, the student will develop skills, knowledge and understandings to, on graduation, operate successfully in a multifaceted professional environment. In many cases, experienced experts lead seminars with reference to, for example, school district and state education policy, subject specific interview techniques, and résumé writing. Capstone-level writing intensive course.",1,COR MUS 490 and meet all criteria for admission to Student Teaching; and cumulative GPA of 3.0 or higher. [RQ#5943],Fall and Spring
NUR,Spring 2022,301,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,NUR 301 - PERSPECTIVES IN GLOBAL HEALTH NURSING,"This course is designed to highlight the how the mobility of society and communication has impacted health care globally and has led to culturally diverse patient populations both domestically and abroad.   Students will be introduced to global health issues through travel to a foreign country and lectures, dialogs, and other modes of learning to provide exposure to the diversity of patient populations and healthcare systems from a global perspective. Emphasis will be placed on preparing students to engage in nursing to improve access, quality of care for vulnerable patients and populations, and address health issues around the world using a patient and community-centered, culturally sensitive model of care. Current issues in global health such as the differences in the role and scope of practice of the nurse in various countries,  ethics with in the cultural context of the health care setting, policy, advocacy, prevention and health promotion, and inter-professional collaboration are also examined.  The practice of nursing and its leadership role across the global community will be emphasized as well as nursing role in policy development at the global level.",1,,Occasionally
NUR,Spring 2022,328,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,NUR 328 - RESEARCH HEALTH RELATED/SOC SCI,Open to nursing majors and non-majors with permission of the chair. Designed to prepare the student to understand the nature and objectives of systematic inquiry by becoming familiar with the methodology and techniques of research. Emphasis is placed on preparing students to critically analyze current research in the health-related and social sciences. Students critique selected research studies. Current issues in research such as ethics and the application of research findings are discussed.,1,STA115 is a prerequisite or a corequisite. [RQ5045],Fall and Spring
PBH,Spring 2022,220,UGRD,Liberal Learning Civic Resp.,Community Based Learning,,,PBH 220 - WELLNESS PROMOTION AND DISEASE PREVENTION ACROSS THE LIFESPAN,"This course addresses human activities that are directed toward sustaining, developing, or enhancing wellness and self-actualization at all stages of development and across the life span. Topics include: concepts of health, wellness evaluation, introduction to teaching and learning theory, values clarification, and communication and facilitative interaction focused on wellness. In addition, students will discuss family systems theory, social, environmental, and economic issues related to wellness promotion and access to health care. An underlying theme in this course is wellness promotion of the student with a focus on the use of self in wellness promotion across the life span. Specific interventions for lifestyle changes will be discussed and include coping and stress management, health education, diet management and weight control, social support, exercise and physical fitness, and issues related to smoking, alcohol, and other forms of substance abuse. Opportunities for interactive and experiential learning are provided in Nursing Clinical Laboratory.  30 hours of community engaged learning",1,Reserved for PBH majors & minors.  Open to others with Dept. consent.  [RQ#6075],Fall
PBH,Spring 2022,301,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,PBH 301 - PERSPECTIVES IN GLOBAL HEALTH,"This course is designed to highlight the how the mobility of society and communication has impacted health care globally and has led to culturally diverse patient populations both domestically and abroad.   Students will be introduced to global health issues through travel to a foreign country and lectures, dialogs, and other modes of learning to provide exposure to the diversity of patient populations and healthcare systems from a global perspective. Emphasis will be placed on preparing students to engage in nursing to improve access, quality of care for vulnerable patients and populations, and address health issues around the world using a patient and community-centered, culturally sensitive model of care. Current issues in global health such as the differences in the role and scope of practice of the nurse in various countries,  ethics with in the cultural context of the health care setting, policy, advocacy, prevention and health promotion, and inter-professional collaboration are also examined.  The practice of nursing and its leadership role across the global community will be emphasized as well as nursing role in policy development at the global level.",1,,Occasionally
PBH,Spring 2022,375,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,PBH 375 - POPULATION APPROACHES TO WORLD HEALTH,"This course introduces students to population approaches to public health from a cross cultural perspective, looking at both local and global public health issues. Course material and assignments focus on core concepts of public health, responses to bio terrorism and war, detection and prevention of new and emerging infectious diseases, chronic disease, alternative medical and healing practices, health of vulnerable groups and public health personnel. The course emphasizes the impact of culture, social structure, economics and politics on the health and illness, health disparities and public health policies in both the developing and developed world. The global economy and international travel are viewed as public health issues.",1,,Fall and Spring
PBH,Spring 2022,401,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,PBH 401 - RESEARCH METHODS FOR PUBLIC HEALTH,,1,STA 115 is a prerequisite.  [RQ#5912],"Fall, Spring and Summer"
PHL,Spring 2022,100,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 100 - INTRODUCTION TO PHILOSOPHY,"A course that examines the fundamentals of philosophical argument, analysis and reasoning, as applied to a series of issues in logic, epistemology, metaphysics and ethics.  Topics covered may include: logical validity, theories of knowledge and belief, the nature of mind, the nature of reality, arguments for the existence of God, and theories of the nature of right and wrong.",1,,Fall and Spring
PHL,Spring 2022,120,UGRD,Liberal Learning Domains|Writing Intensive,,World Views & Ways of Knowing,Writing Intensive,PHL 120 - INTRODUCTION TO LOGIC,"A course on the basic principles and techniques of correct reasoning in ordinary life and the sciences.  Study of the formal systems of sentence logic and predicate logic.  Translation of  natural language statements and arguments and analysis and evaluation of deductive arguments through the construction of proofs.  Focus particularly on the power and precision of the natural language with the aim of helping students increase their ability to think and write with creativity, precision and rigor.",1,,Fall and Spring
PHL,Spring 2022,135,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 135 - CONTEMPORARY MORAL ISSUES,"A course that aims to familiarize students with basic concepts and theories in ethics, and with how they may be applied to a range of contemporary moral issues.  Topics addressed may include racism, sexism, abortion, euthanasia, cloning, capital punishment, our obligations to the disadvantaged, the treatment of non-human animals, just war, and the like. Students will be encouraged to learn from great thinkers of the past and of the present, to examine their own moral values and beliefs, and to take reasoned and informed stands on the issues treated.",1,,Fall and Spring
PHL,Spring 2022,205,UGRD,Liberal Learning Domains|Writing Intensive,,World Views & Ways of Knowing,Writing Intensive,PHL 205 - HISTORY OF MODERN PHILOSOPHY,"A course tracing the development of major philosophical ideas in the West from the beginning of the 17th century to the close of the 18th century.  Philosophers whose works are examined typically include some or all of: Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant.  Special emphasis is placed on the development of epistemology and metaphysics during the Enlightenment",1,,Spring
PHL,Spring 2022,250,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 250 - PHILOSOPHY OF RELIGION,"A course examining major issues, views, and positions in the philosophy of religion.  Topics treated include the nature of religion and divinity, religious diversity, the problem of evil, philosophical arguments for the existence of God, religious experience, ethics and religion, and science and religion.  Students will be encouraged to learn from great thinkers of the past and of the present, to examine their own religious values and beliefs, and to take reasoned and informed stands on the issues treated.",1,,Occasionally
PHL,Spring 2022,350,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 350 - ETHICAL THEORY,"Advanced course examining major theories in ethics and metaethics such as: utilitarianism, deontology, virtue ethics, relativism, intuitionism, emotivism, natural law, and theories of justice, rights and duties.  Concentrated study of works of major historical and contemporary thinkers.",1,One 200-level Philosphy course is a prerequisite; or by permission of instructor. [RQ5098],Fall
PHL,Spring 2022,370,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 370 - SPECIAL TOPICS IN PHILOSOPHY,"Course examining a problem, text, philosopher, historical period, or other philosophical topic not covered in depth in regular courses. Topics will vary. May be repeated for credit with permission of the department.",1,,Occasionally
PHL,Spring 2022,420,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 420 - METAPHYSICS,"Seminar promoting deeper understanding of core issues in contemporary metaphysics, in the analytic tradition. Topics covered may include: necessity, analyticity, existence, identity, possible worlds, realism/anti-realism, and causation.",1,,Occasionally
PHY,Spring 2022,120,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 120 - INTRODUCTION TO GEOLOGY,"Geological concepts, principles, and processes as they relate to the relationship between people and their environment are emphasized.  Topics include: minerals and rocks, components of the hydrologic cycle, dynamic earth processes, and regional studies.",1,,Fall and Spring
PHY,Spring 2022,162,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 162 - ASTRONOMY: PLANETS,"Topics include: the night sky; lunar and solar eclipses; the historical development of astronomy; gravity and motion; the nature of light; the planets, moons and smaller bodies in our solar system; planets around other stars; the possibility of life elsewhere in the universe.  Computational and observational laboratories, along with extensive use of our updated planetarium are incorporated to improve conceptual understanding.  PHY 162 satisfies the Natural Science with Laboratory requirement.  Some nighttime observing is required.",1,,Fall and Spring
PHY,Spring 2022,163,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 163 - ASTRONOMY: STARS & THE UNIVERSE,"Topics include: the nature of light; the nature and evolution of stars, including the Sun; neutron stars and black holes; stellar clusters; the Milky Way; types of galaxies; galaxy formation and evolution; active galaxies; dark matter; the expanding and accelerating universe; dark energy; the fate of the universe.   Computational and observational laboratories, along with extensive use of our updated planetarium are incorporated to improve conceptual understanding.  PHY 163 satisfies the Natural Science with Laboratory requirement.  Some nighttime observing is required.",1,Knowledge of High School Algebra is a prerequisite.  [RQ#6122],Fall and Spring
PHY,Spring 2022,171,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 171 - INTRODUCTION TO METEOROLOGY,"Basic weather processes and forecasting are emphasized.  Topics include: the Earth-Sun System, heat balance, moisture and precipitation, air masses and fronts, storm systems, ocean circulation, climate, atmospheric optics, air pollution and satellite imagery.",1,,Spring
PHY,Spring 2022,201,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 201 - GENERAL PHYSICS I,"Calculus-based introductory physics, first course of a two semester sequence. Topics covered include motion, Newton's Laws, Conservation principles, rotational motion and oscillatory behavior.  Problem solving is an integral part of the course. Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Fall and Spring
PHY,Spring 2022,202,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 202 - GENERAL PHYSICS II,"Second part of two semester calculus-based introductory course in electricity and magnetism, optics,and topics in modern physics.  The important laws of physics in these areas and problem solving are emphasized.  Problem solving is an integral part of the course.  Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,PHY 201 and MAT 127 are prerequisites. MAT 128 is strongly recommended as a corequisite.[RQ773],Fall and Spring
PHY,Spring 2022,204,UGRD,Liberal Learning Domains,,Natural Science,,PHY 204 - PHYSICS II FOR PHYSICISTS,"Second part of an accelerated two semester calculus-based introductory course in electricity and magnetism, optics, and topics in thermal physics designed for Physics majors and Honors students.  The important laws of physics in these areas and problem solving are emphasized.  Problem solving is an integral part of the course.  Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,"MAT 127, and PHY 203 OR PHY 201 are PREREQUISITES, AND MAT128 IS A prerequisite or a CO-REQUISITE.  [RQ#5873]",Spring
PHY,Spring 2022,345,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Natural Science,,PHY 345 - THE PHYSICS OF CLOUDS AND CLIMATE,"This is a course focused on the study of the physical components and processes of Earth¿s atmosphere, with special focus on the intertwined physics of clouds and climate change.  The course takes an interactive approach to understanding clouds and radiation in the atmosphere, including collaborative problem solving, topical literature review and writing, tutorials on state-of-the art weather forecasting software, 3D visualizations, and several field exercises. The course satisfies the mid-level writing assignment.",1,PHY 202 or (PHY 171 & MAT 127) or permission of instructor [RQ5720],Spring
PHY,Spring 2022,356,UGRD,Liberal Learning Domains,,Natural Science,,PHY 356 - THERMAL PHYSICS,"A study of the interrelationships between temperature, thermal energy, work, and entropy and the interactions of physical systems. The main topics covered are thermodynamic coordinates, equations of state, the laws of thermodynamics, adiabatic processes, heat engines, kinetic theory, and statistical thermodynamics.",1,"PHY 202, and PHY 306 or MAT 229 is a prerequisite. [RQ#5620]",Spring
PHY,Spring 2022,451,UGRD,Writing Intensive,,,Writing Intensive,PHY 451 - ADVANCED EXPERIMENTAL PHYSICS,"This is a course in experimental physics at an intermediate to advanced undergraduate level.  Experiments include specific charge of the electron, nuclear radioactivity, quantum nature of light, optical rotation in solids, measurement of the gravitational constant, phase-sensitive electronic detection, optical polarization and compensation, measurement of electron spin, and measurement of magnetic torque.  Students will work in teams to complete approximately 5 experiments over the course of the semester.  Some of the learning goals for the course are to become familiar with common experimental techniques, proper laboratory documentation, and error propagation and analysis.  Students will perform background reading and pre-lab assignments and design and construct each experiment.  In addition to daily writing in a laboratory notebook, students will also produce a final paper on one of their experiments; this course is therefore an upper-level writing intensive course that can serve as a capstone course.  Note that this course has an attendance requirement of 12 hours per week in the laboratory.",1,"PHY 306, and PHY 321, and PHY 311 or PHY 411, and WRI 102 or waiver, or permission of instructor are prerequisites.  [RQ#5935]",Spring
POL,Spring 2022,110,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,POL 110 - AMERICAN GOVERNMENT,"Examines the strengths and weaknesses, problems and promise of representative democracy in the United States.  Surveys the relationships of citizens to Congress, the president and the courts through political parties, elections, interest groups, and the media.  Considers the constitutional framework of government and the rights of the individual against governmental intrusion.",1,,Fall and Spring
POL,Spring 2022,130,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,POL 130 - INTERNATIONAL RELATIONS,"An examination of contemporary patterns of international interaction and their historic roots with attention to competing theoretical perspectives.  Topics studied include foreign policy, international law and organization, and international political economy.",1,,Fall and Spring
POL,Spring 2022,150,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,POL 150 - COMPARATIVE POLITICS,"Introduces students to some of the most important concepts, themes and approaches in the comparative study of politics. Comparative Politics is the study of the domestic or internal politics of particular countries. By comparing the processes, institutions and other political phenomena of one country in relation to others, those engaged in the study of comparative politics isolate the primary causes and consequences of these political phenomena and are thus able to create and test theories of politics around the world.",1,,Spring
POL,Spring 2022,200,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",,POL 200 - POLITICAL ANALYSIS,"The course familiarizes students with the basic statistical, conceptual, and technical skills needed for research in political science.  Topics include research design, hypothesis testing, statistical methodology common in the social sciences, and practical experience examining and analyzing quantitative data.  This course provides students hands-on training with Stata, a commonly used statistical software package. Should normally be completed by the end of the sophomore year prior to taking POL 390.",1,,Fall and Spring
POL,Spring 2022,220,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,POL 220 - JUDICIAL POLITICS & PROCESS,"This class is intended for students who are interested in law and politics and serves as a foundational course to prepare students for upper-division political science law classes.  The purpose of this course is to introduce students to types and foundations of U.S. law and the organization and jurisdiction of US courts in the federal system, with an in-depth focus on understanding the Supreme Court of the United States.  The course is intended to give students a broad understanding of the U.S. judiciary, as well as specific training in reading and briefing cases.",1,,Occasionally
POL,Spring 2022,270,UGRD,Liberal Learning Civic Resp.,Race & Ethnicity,,,POL 270 - TOPICS IN POLITICAL SCIENCE,Current or specialized topic proposed by faculty or students and approved by the department. The course may be taken for credit several times if content differs each time.,1,,Occasionally
POL,Spring 2022,275,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|World Views & Ways of Knowing",,POL 275 - WESTERN POLITICAL PHILOSOPHY,Selected political questions that have intrigued Western society from time immemorial and theoretical solutions presented by some of the great political philosophers from classical Greece to the modern era.,1,,Spring
